AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
5302,5985,Lokesh Rao,42,1,A1
5303,5985,Yogesh Hanumanthappa,21,1,A2
5304,5985,Srinivas Poojary K,37,1,A3
5305,5988,Ravi N,41,1,A1
5306,5988,Ashok Pai,47,1,A2
5307,5990,Vishnu Hegde,41,1,A1
5308,5993,Syed G,20,1,A1
5309,5994,Sunil Acharya,26,1,A1
5310,5996,Ganesh Swamy,33,1,A1
5311,5998,Prakash Shetty,25,1,A1
5312,5998,Vinay Banakar,39,1,A2
5313,5999,Naveen Biradar,45,1,A1
5314,6001,Ramesh Acharya,34,1,A1
5315,6002,Nagaraj R,40,1,A1
5316,6002,Darshan Biradar,37,1,A2
5317,6003,Prasad V,25,1,A1
5318,6003,Abdul Nayak A,43,1,A2
5319,6005,Basavaraj D,44,1,A1
5320,6005,Rohit Belavadi,19,1,A2
5321,6005,Abdul P,52,1,A3
5322,6006,Ravi Kamath,52,1,A1
5323,6006,Manjunath Iyer,36,1,A2
5324,6009,Deepak Acharya A,29,1,A1
5325,6009,Madhu Swamy,31,1,A2
5326,6012,Nagaraj H,19,1,A1
5327,6015,Syed Angadi,31,1,A1
5328,6016,Darshan Ballal,23,1,A1
5329,6016,Ramesh Gowda,53,1,A2
5330,6017,Mary Pai,21,2,A1
5331,6018,Imran Angadi V,31,1,A1
5332,6018,Lokesh Pai,38,1,A2
5333,6021,Ganesh Shetty,51,1,A1
5334,6022,Mahesh Gudibande,35,1,A1
5335,6022,Prasad B,29,1,A2
5336,6023,Venkatesh Hiremath L,31,1,A1
5337,6023,Anil Murthy B,55,1,A2
5338,6024,Shankar Pandavapura,28,1,A1
5339,6028,Ashok Ballal,31,1,A1
5340,6029,Ravi Acharya,52,1,A1
5341,6031,Gopal Kamath,35,1,A1
5342,6032,Chandru Patil,36,1,A1
5343,6034,Gopal Nayak G,48,1,A1
5344,6037,Darshan Prasad,55,1,A1
5345,6038,Manasa Biradar,50,2,A1
5346,6040,Vinay H,29,1,A1
5347,6041,Sunil D,39,1,A1
5348,6044,Umesh D,33,1,A1
5349,6045,Santosh Reddy A,46,1,A1
5350,6045,Abdul Kumar,31,1,A2
5351,6047,Rajesh G,42,1,A1
5352,6047,Yogesh Poojary,50,1,A2
5353,6047,Srinivas Devaraj,52,1,A3
5354,6048,Imran Iyer,41,1,A1
5355,6050,Mohan Nayak,22,1,A1
5356,6051,Umesh Reddy,39,1,A1
5357,6051,David Nayak,21,1,A2
5358,6052,Ramesh Hegde T,51,1,A1
5359,6054,Naveen Nayak,42,1,A1
5360,6055,Raghavendra D,30,1,A1
5361,6055,Darshan Rao,40,1,A2
5362,6057,Chandru Rao,46,1,A1
5363,6057,Shwetha Kamath,26,2,A2
5364,6058,Suresh V,48,1,A1
5365,6059,Karthik Tirumakudalu,41,1,A1
5366,6059,Imran Naik,35,1,A2
5367,6060,Raghavendra Hiremath,29,1,A1
5368,6060,Vidya Kamath,47,2,A2
5369,6061,Lokesh N,20,1,A1
5370,6062,Umesh Hanumanthappa,28,1,A1
5371,6064,Karthik Pai,19,1,A1
5372,6064,Divya Desai A,19,2,A2
5373,6064,Prasad Iyer,53,1,A3
5374,6065,Shivakumar Murthy,48,1,A1
5375,6065,Rohit P,28,1,A2
5376,6066,Naveen Kumar S,49,1,A1
5377,6066,Mahesh D,28,1,A2
5378,6067,Ramesh Nayak,53,1,A1
5379,6069,Kiran Pai P,44,1,A1
5380,6071,Mohan Poojary,38,1,A1
5381,6071,Harish Desai,41,1,A2
5382,6080,Abdul Ballal,22,1,A1
5383,6080,Ganesh Setty,38,1,A2
5384,6084,Shankar Jadhav,42,1,A1
5385,6092,Nagaraj Hanumanthappa,45,1,A1
5386,6093,Darshan Hiremath,19,1,A1
5387,6093,Deepak Murthy,54,1,A2
5388,6095,Ashok S,31,1,A1
5389,6095,Vijay Hanumanthappa,31,1,A2
5390,6096,Abdul Setty,30,1,A1
5391,6097,Venkatesh Prasad,21,1,A1
5392,6098,Abdul Bhat,42,1,A1
5393,6099,Anil Angadi,31,1,A1
5394,6099,K Kagwad,42,1,A2
5395,6100,Arun Nayak,24,1,A1
5396,6102,Padma Shetty R,22,2,A1
5397,6102,Vishnu Shetty,53,1,A2
5398,6102,Rohit Prasad,49,1,A3
5399,6103,Harish Naik,37,1,A1
5400,6103,Manasa T,54,2,A2
5401,6103,Gopal Kamath M,53,1,A3
5402,6104,Anil Hanumanthappa,41,1,A1
5403,6104,Harish Gowda,52,1,A2
5404,6106,Ashok Banakar,20,1,A1
5405,6106,Sunil Kumar,50,1,A2
5406,6107,Srinivas Hanumanthappa D,35,1,A1
5407,6108,Prakash Iyer,41,1,A1
5408,6108,Srinivas Acharya T,41,1,A2
5409,6109,Sunil Shetty,26,1,A1
5410,6111,Lokesh Desai,38,1,A1
5411,6111,Kiran Gowda G,25,1,A2
5412,6115,Raghavendra Prasad,47,1,A1
5413,6115,Santosh Prasad D,50,1,A2
5414,6115,Rajesh Ballal,48,1,A3
5415,6117,Harish Bhat,46,1,A1
5416,6117,Manjunath Hegde,45,1,A2
5417,6118,Yogesh A,30,1,A1
5418,6119,Mohan Jadhav R,30,1,A1
5419,6120,Ravi Angadi,27,1,A1
5420,6120,Prakash Ballal,26,1,A2
5421,6122,Sunil Banakar,54,1,A1
5422,6123,Yogesh Desai,37,1,A1
5423,6126,Madhu Biradar,21,1,A1
5424,6127,Deepak Patil,43,1,A1
5425,6127,Venkatesh Poojary,52,1,A2
5426,6128,Anil Nanjangud,25,1,A1
5427,6129,Shankar Poojary,47,1,A1
5428,6130,Karthik S,55,1,A1
5429,6130,Anitha Hiremath,26,2,A2
5430,6132,Srinivas Iyer,27,1,A1
5431,6132,Sandeep Shetty,38,1,A2
5432,6135,Imran Kamath S,21,1,A1
5433,6135,Lokesh Shetty V,42,1,A2
5434,6138,Naveen Rao,53,1,A1
5435,6142,Vinay Banakar D,38,1,A1
5436,6142,Manjunath Swamy,44,1,A2
5437,6142,Vinay Desai,30,1,A3
5438,6144,Deepak Jamkhandi,52,1,A1
5439,6144,Kiran Kulkarni,54,1,A2
5440,6146,David G,19,1,A1
5441,6146,Santosh Gowda,36,1,A2
5442,6147,Santosh M,43,1,A1
5443,6149,Karthik Reddy,50,1,A1
5444,6149,Rohit Reddy,22,1,A2
5445,6150,Naveen T,19,1,A1
5446,6151,Manjunath D,55,1,A1
5447,6152,Fathima H,50,2,A1
5448,6156,Abdul Hegde,30,1,A1
5449,6159,Vijay Angadi,54,1,A1
5450,6161,Madhu Biradar P,36,1,A1
5451,6161,Karthik Hegde,23,1,A2
5452,6162,Ganesh Poojary,32,1,A1
5453,6162,Basavaraj R,21,1,A2
5454,6166,David Patil,51,1,A1
5455,6167,Anil Kamath,49,1,A1
5456,6167,Ashok Bhat G,53,1,A2
5457,6168,Kiran Kumar,43,1,A1
5458,6168,Vijay Shetty,46,1,A2
5459,6168,Nagaraj Kanakapura,37,1,A3
5460,6169,David Banakar G,24,1,A1
5461,6169,Vishnu Biradar,28,1,A2
5462,6170,Lakshmi Acharya,46,2,A1
5463,6171,Karthik N,42,1,A1
5464,6172,Yogesh Angadi,51,1,A1
5465,6172,Chandru Devaraj,20,1,A2
5466,6174,Ravi Hiremath,34,1,A1
5467,6175,Venkatesh Kulkarni,43,1,A1
5468,6177,Prasad Acharya,20,1,A1
5469,6182,Lokesh N,50,1,A1
5470,6182,Ravi Naik,40,1,A2
5471,6183,Geetha Hegde,20,2,A1
5472,6184,Chandru Angadi,42,1,A1
5473,6186,Shivakumar Kulkarni,28,1,A1
5474,6189,Nandini S,53,2,A1
5475,6190,Ganesh Ballal,49,1,A1
5476,6191,Praveen V,35,1,A1
5477,6192,Girish B,31,1,A1
5478,6192,Sunil Hiremath,25,1,A2
5479,6192,Rajesh Nayak,20,1,A3
5480,6196,Gopal Devaraj,28,1,A1
5481,6197,Imran Hiremath,46,1,A1
5482,6198,Prakash P,44,1,A1
5483,6199,Vishnu Setty,22,1,A1
5484,6199,Prakash G,41,1,A2
5485,6199,Nagaraj Biradar,26,1,A3
5486,6200,Abdul Kulkarni,26,1,A1
5487,6200,Basavaraj Poojary,33,1,A2
5488,6200,Ravi Acharya K,29,1,A3
5489,6202,Girish Patil,28,1,A1
5490,6203,Arun Jadhav,25,1,A1
5491,6203,Sunil Jadhav,51,1,A2
5492,6204,M Sringeri,48,1,A1
5493,6206,Vinay V,43,1,A1
5494,6206,Raghavendra Bhat,24,1,A2
5495,6206,Shivakumar Murthy,22,1,A3
5496,6207,Prakash Poojary,49,1,A1
5497,6208,Prasad Prasad,31,1,A1
5498,6212,Divya Gowda,30,2,A1
5499,6212,Raghavendra Rao,49,1,A2
5500,6214,L Nelamangala,55,1,A1
5501,6216,Anil Kumar,34,1,A1
5502,6216,Prakash Devaraj,38,1,A2
5503,6218,Mohan Kumar,40,1,A1
5504,6218,Umesh Jadhav,49,1,A2
5505,6219,Rajesh Hiremath,31,1,A1
5506,6220,Vishnu Murthy,28,1,A1
5507,6223,Prakash Hegde,42,1,A1
5508,6224,Rajesh Naik,36,1,A1
5509,6224,Rajesh P,20,1,A2
5510,6225,Sunitha Ballal,52,2,A1
5511,6226,Manjunath Swamy,31,1,A1
5512,6227,Vijay A,55,1,A1
5513,6227,Girish Jadhav,19,1,A2
5514,6229,Madhu Swamy,21,1,A1
5515,6230,Naveen H,55,1,A1
5516,6232,Deepak Kori,26,1,A1
5517,6233,Rohit Acharya,29,1,A1
5518,6233,Raghavendra Devaraj,22,1,A2
5519,6235,Darshan Hiremath,50,1,A1
5520,6237,Ganesh Banakar,48,1,A1
5521,6239,Shivakumar L,54,1,A1
5522,6239,Vijay L,27,1,A2
5523,6240,Anil Patil,23,1,A1
5524,6244,Rohit Swamy,39,1,A1
5525,6244,Shivakumar Patil,52,1,A2
5526,6244,Vidya Jadhav A,36,2,A3
5527,6246,Syed Bhat,19,1,A1
5528,6248,Praveen Shorapur,34,1,A1
5529,6249,Srinivas Banakar,34,1,A1
5530,6249,Girish P,37,1,A2
5531,6250,Girish Banakar,20,1,A1
5532,6250,Abdul Kulkarni,44,1,A2
5533,6251,Gopal Biradar,54,1,A1
5534,6252,Abdul Bhat,31,1,A1
5535,6253,Venkatesh V,28,1,A1
5536,6254,Sunil Hegde,34,1,A1
5537,6256,Vinay Bhat,27,1,A1
5538,6256,Rohit Banakar,29,1,A2
5539,6257,Venkatesh R,46,1,A1
5540,6259,Ramesh Hiremath,36,1,A1
5541,6260,Rohit Pai,21,1,A1
5542,6263,Umesh Gowda,40,1,A1
5543,6267,Prakash S,20,1,A1
5544,6268,Lokesh Ballal,21,1,A1
5545,6269,Kiran Prasad,33,1,A1
5546,6270,Santosh Prasad,37,1,A1
5547,6271,Kiran Kori,34,1,A1
5548,6273,Nandini Setty,44,2,A1
5549,6274,Nandini Jadhav,27,2,A1
5550,6276,Raghavendra Iyer,47,1,A1
5551,6276,Thomas Setty B,47,1,A2
5552,6280,Sushma Naik,24,2,A1
5553,6281,Suresh Ankola,32,1,A1
5554,6281,Deepak Shetty,30,1,A2
5555,6282,Sunil Prasad,54,1,A1
5556,6283,Chandru T,34,1,A1
5557,6284,Suresh Nayak K,53,1,A1
5558,6284,Rajesh Pai N,41,1,A2
5559,6285,Arun Hiremath,38,1,A1
5560,6286,Ganesh Devaraj,44,1,A1
5561,6287,Darshan Kulkarni,38,1,A1
5562,6287,Sushma Ballal,29,2,A2
5563,6288,Ashok K,24,1,A1
5564,6289,Gopal K,49,1,A1
5565,6291,Rohit Pai,30,1,A1
5566,6291,Deepak M,28,1,A2
5567,6295,Karthik Iyer,22,1,A1
5568,6296,Mahesh Jadhav,40,1,A1
5569,6296,Vinay Poojary,19,1,A2
5570,6297,Madhu A,25,1,A1
5571,6297,Srinivas Devaraj,44,1,A2
5572,6302,Mahesh Nayak,50,1,A1
5573,6303,Srinivas Banakar,32,1,A1
5574,6303,Imran Setty,47,1,A2
5575,6307,Prakash Murthy,20,1,A1
5576,6309,Santosh Murthy,40,1,A1
5577,6311,Ashok Devaraj,52,1,A1
5578,6311,Sunitha Gowda,20,2,A2
5579,6312,Sahana Iyer,23,2,A1
5580,6312,Sunil Shetty,51,1,A2
5581,6318,Manjunath Banakar,30,1,A1
5582,6318,Abdul Murthy,34,1,A2
5583,6320,Prakash Swamy,52,1,A1
5584,6325,Mahesh Angadi,45,1,A1
5585,6326,Raghavendra Prasad,54,1,A1
5586,6326,Syed Gangavati,50,1,A2
5587,6329,Karthik Reddy K,46,1,A1
5588,6329,Thomas Bhat,23,1,A2
5589,6331,Praveen Kori,48,1,A1
5590,6331,Srinivas N,23,1,A2
5591,6333,Sunil Ballal,19,1,A1
5592,6333,Basavaraj Desai,48,1,A2
5593,6334,Thomas Biradar,27,1,A1
5594,6335,Shankar Rao,23,1,A1
5595,6335,Praveen Nayak,26,1,A2
5596,6337,Uma T,40,2,A1
5597,6337,Imran Rao,44,1,A2
5598,6340,David Hiremath,48,1,A1
5599,6341,Praveen Rao,45,1,A1
5600,6343,Vijay Reddy,30,1,A1
5601,6344,Sunil Rao,46,1,A1
5602,6344,Roopa Biradar,32,2,A2
5603,6345,Padma Belthangady,33,2,A1
5604,6345,S Channagiri,53,1,A2
5605,6346,Raghavendra Biradar,48,1,A1
5606,6346,Imran Patil,29,1,A2
5607,6347,Shivakumar Reddy,45,1,A1
5608,6347,Shivakumar Nayak,30,1,A2
5609,6347,Gopal Kori,53,1,A3
5610,6348,Basavaraj Biradar,28,1,A1
5611,6348,Chaitra M,51,2,A2
5612,6348,Nagaraj Kulkarni,20,1,A3
5613,6351,Sandeep Jadhav,19,1,A1
5614,6351,Sunil Bhat T,39,1,A2
5615,6352,Ramesh Angadi,25,1,A1
5616,6356,Raghavendra Iyer,36,1,A1
5617,6358,Suresh A,36,1,A1
5618,6358,Ashwini Kumar,21,2,A2
5619,6363,Syed Pai,42,1,A1
5620,6366,Imran Shorapur,45,1,A1
5621,6372,Rajesh Maddur,49,1,A1
5622,6373,Rohit Desai,22,1,A1
5623,6374,Mary Iyer,41,2,A1
5624,6377,Kiran Pai,20,1,A1
5625,6378,Rohit Yelandur,20,1,A1
5626,6379,Gopal Humnabad,53,1,A1
5627,6379,Gopal Kori,53,1,A2
5628,6379,Deepak Setty P,31,1,A3
5629,6384,Madhu R,38,1,A1
5630,6385,Santosh R,37,1,A1
5631,6386,Prakash Kulkarni,22,1,A1
5632,6386,Naveen Iyer,44,1,A2
5633,6387,Sahana Kori,47,2,A1
5634,6388,Lokesh V,25,1,A1
5635,6388,Kiran Hiremath,22,1,A2
5636,6390,Divya Banakar,24,2,A1
5637,6391,Suresh Biradar,33,1,A1
5638,6391,Vidya Kumar,48,2,A2
5639,6392,Arun Reddy K,39,1,A1
5640,6393,Girish Gauribidanur,37,1,A1
5641,6394,Ravi Iyer,46,1,A1
5642,6395,Vinay Naik,49,1,A1
5643,6395,Sunil Desai,25,1,A2
5644,6396,Mary Prasad,43,2,A1
5645,6397,Anil G,47,1,A1
5646,6397,Meena Nayak,54,2,A2
5647,6398,Santosh Banakar S,38,1,A1
5648,6398,Naveen Nayak,23,1,A2
5649,6404,Lokesh Swamy L,37,1,A1
5650,6404,Santosh B,54,1,A2
5651,6404,Kiran Bhat,46,1,A3
5652,6405,Sowmya Jadhav,25,2,A1
5653,6406,Vijay A,30,1,A1
5654,6407,Chandru Poojary,48,1,A1
5655,6407,Harish A,40,1,A2
5656,6411,Rajesh Ballal R,49,1,A1
5657,6413,Mohan Shetty,46,1,A1
5658,6414,Girish Biradar,29,1,A1
5659,6415,Chaitra Poojary,25,2,A1
5660,6416,Arun Patil G,19,1,A1
5661,6418,Mohan Hanumanthappa,29,1,A1
5662,6418,Sunil Prasad,30,1,A2
5663,6419,Yogesh Bhadravati,50,1,A1
5664,6421,Umesh Reddy,29,1,A1
5665,6421,Suresh G,47,1,A2
5666,6421,Vidya Rao,29,2,A3
5667,6423,David Desai,19,1,A1
5668,6423,Naveen Acharya H,40,1,A2
5669,6424,Nagaraj Poojary,22,1,A1
5670,6424,Anil Kulkarni,34,1,A2
5671,6426,Mohan Pai,47,1,A1
5672,6428,Santosh N,47,1,A1
5673,6428,Prakash Hanumanthappa,49,1,A2
5674,6429,Abdul P,39,1,A1
5675,6430,Ravi Banakar,34,1,A1
5676,6431,Vijay Devaraj,33,1,A1
5677,6431,Yogesh Iyer,25,1,A2
5678,6432,Gopal L,24,1,A1
5679,6433,Suresh Kumta,48,1,A1
5680,6435,Sunil Setty,23,1,A1
5681,6437,Abdul Jadhav,46,1,A1
5682,6437,Basavaraj Hanumanthappa,22,1,A2
5683,6437,Harish D,24,1,A3
5684,6438,Manasa Desai,54,2,A1
5685,6439,Manjunath Banakar,31,1,A1
5686,6439,Darshan Jadhav,48,1,A2
5687,6439,Prakash Acharya,28,1,A3
5688,6440,Syed Hanumanthappa,54,1,A1
5689,6440,Shivakumar Kori,26,1,A2
5690,6441,Chandru Basavakalyan,45,1,A1
5691,6441,Yogesh Angadi,21,1,A2
5692,6442,Rajesh Setty,22,1,A1
5693,6444,Girish P,42,1,A1
5694,6445,Imran Murthy,52,1,A1
5695,6446,Ravi Banakar,46,1,A1
5696,6448,David Pai V,51,1,A1
5697,6449,Santosh Hegde,23,1,A1
5698,6449,Ganesh Ballal,50,1,A2
5699,6451,Umesh Prasad,22,1,A1
5700,6452,Imran P,54,1,A1
5701,6453,Naveen Iyer,37,1,A1
5702,6456,Girish T,49,1,A1
5703,6457,Harish Gowda,51,1,A1
5704,6457,Vinay Yelburga,46,1,A2
5705,6458,Abdul Reddy,55,1,A1
5706,6458,Srinivas Angadi,50,1,A2
5707,6459,Girish T,52,1,A1
5708,6461,David Nayak,21,1,A1
5709,6462,Darshan Patil,19,1,A1
5710,6463,Vishnu Devaraj B,34,1,A1
5711,6463,Prasad Iyer L,51,1,A2
5712,6463,Raghavendra Angadi,29,1,A3
5713,6464,Abdul Hiremath,29,1,A1
5714,6464,Mahesh H,47,1,A2
5715,6465,Vishnu Rao,40,1,A1
5716,6465,Sushma Kori,22,2,A2
5717,6466,Anil N,19,1,A1
5718,6467,Anil Kumar,40,1,A1
5719,6468,Sowmya Hiremath,47,2,A1
5720,6468,Raghavendra Kori,42,1,A2
5721,6469,Ganesh Kamath M,22,1,A1
5722,6469,Manjunath Desai,54,1,A2
5723,6469,Praveen Swamy,47,1,A3
5724,6470,Darshan Ballal P,51,1,A1
5725,6471,Anil Yadrami,47,1,A1
5726,6471,Ashok Pai,24,1,A2
5727,6478,David Kulkarni,50,1,A1
5728,6480,Harish Patil,42,1,A1
5729,6480,Manjunath Desai,36,1,A2
5730,6481,Sandeep Pai,39,1,A1
5731,6484,Ashok Rao,38,1,A1
5732,6484,Praveen Swamy,26,1,A2
5733,6487,Karthik Kamath N,19,1,A1
5734,6487,Suresh Ballal,34,1,A2
5735,6487,Girish Angadi,46,1,A3
5736,6489,Prakash H,36,1,A1
5737,6491,Ramya A,45,2,A1
5738,6492,Ashok Reddy,40,1,A1
5739,6494,Deepak Prasad T,53,1,A1
5740,6494,Srinivas Murthy,37,1,A2
5741,6495,Manjunath Setty,46,1,A1
5742,6499,David Devaraj,42,1,A1
5743,6505,Vinay Devaraj,36,1,A1
5744,6507,Manjunath P,41,1,A1
5745,6509,Ashwini V,55,2,A1
5746,6509,Prakash Kamath,24,1,A2
5747,6511,Abdul Shetty,32,1,A1
5748,6512,Lokesh Naik,38,1,A1
5749,6512,Suresh Kulkarni,28,1,A2
5750,6512,Shwetha K,38,2,A3
5751,6513,Naveen Murthy,43,1,A1
5752,6514,Lokesh Desai,51,1,A1
5753,6514,Girish Desai,26,1,A2
5754,6515,Ganesh Prasad,51,1,A1
5755,6517,Anil Reddy G,47,1,A1
5756,6517,Arun Shetty,44,1,A2
5757,6520,Rohit Bhat,38,1,A1
5758,6520,Srinivas Patil,55,1,A2
5759,6521,Lokesh Naik,34,1,A1
5760,6521,Anil Kamath,20,1,A2
5761,6523,Kavya Patil,35,2,A1
5762,6523,Shankar Poojary,42,1,A2
5763,6527,Ramesh Setty N,22,1,A1
5764,6527,Vinay A,38,1,A2
5765,6529,Mohan Nayak,33,1,A1
5766,6535,Vishnu Hegde D,30,1,A1
5767,6535,Netra V,40,2,A2
5768,6537,Prakash Banakar,54,1,A1
5769,6537,Geetha Hegde D,37,2,A2
5770,6537,Raghavendra Kamath,28,1,A3
5771,6538,Srinivas Banakar,40,1,A1
5772,6539,Vinay G,46,1,A1
5773,6540,Mohan Prasad,51,1,A1
5774,6540,Ashok Kamath H,22,1,A2
5775,6541,Prasad Kulkarni,37,1,A1
5776,6541,Vishnu Patil,47,1,A2
5777,6541,Ashok C,48,1,A3
5778,6542,Thomas Acharya,23,1,A1
5779,6544,Naveen Hanumanthappa,19,1,A1
5780,6545,Mahesh Kumar,27,1,A1
5781,6545,Mahesh Banakar,29,1,A2
5782,6545,Rohit Banakar,53,1,A3
5783,6546,Vishnu Hegde,46,1,A1
5784,6546,Raghavendra Rao,44,1,A2
5785,6551,Basavaraj Swamy,22,1,A1
5786,6552,Lokesh Devaraj,50,1,A1
5787,6552,Chandru B,40,1,A2
5788,6554,Sunitha Hanumanthappa L,27,2,A1
5789,6554,Chandru N,45,1,A2
5790,6559,Srinivas Shetty,27,1,A1
5791,6559,Sandeep Kamath,54,1,A2
5792,6560,Darshan Iyer,19,1,A1
5793,6561,Vishnu Reddy R,49,1,A1
5794,6562,Vinay B,41,1,A1
5795,6563,Padma Biradar,54,2,A1
5796,6564,David Reddy,34,1,A1
5797,6568,Nagaraj Devaraj,33,1,A1
5798,6568,Vishnu Kulkarni,23,1,A2
5799,6570,Kiran Naik,43,1,A1
5800,6570,Fathima Naik,51,2,A2
5801,6576,Lokesh Swamy,37,1,A1
5802,6577,Praveen Naik,30,1,A1
5803,6578,Santosh N,27,1,A1
5804,6578,Chandru Murthy,48,1,A2
5805,6579,Sunil J,25,1,A1
5806,6579,Raghavendra Gowda,27,1,A2
5807,6579,Imran Ballal,51,1,A3
5808,6580,Prakash Kumar,25,1,A1
5809,6580,Arun Yelburga,23,1,A2
5810,6581,Deepak Iyer,23,1,A1
5811,6581,Prakash Naik,41,1,A2
5812,6583,Ramesh Ballal,46,1,A1
5813,6583,Karthik Shetty,21,1,A2
5814,6583,Darshan B,40,1,A3
5815,6585,Karthik Angadi,47,1,A1
5816,6589,Shivakumar T,51,1,A1
5817,6590,David M,26,1,A1
5818,6590,David Naik N,53,1,A2
5819,6593,Mahesh Gowda A,55,1,A1
5820,6594,Imran Setty,54,1,A1
5821,6596,Raghavendra Pai,38,1,A1
5822,6596,Vijay Gowda,21,1,A2
5823,6597,Bhavya Desai,47,2,A1
5824,6600,Chandru Murthy,51,1,A1
5825,6601,Fathima Desai,23,2,A1
5826,6602,Kavya Poojary,29,2,A1
5827,6602,Madhu Ballal,29,1,A2
5828,6602,Arun Banakar,53,1,A3
5829,6603,Umesh Acharya,42,1,A1
5830,6604,Sunil Devaraj,31,1,A1
5831,6606,Kiran Prasad,49,1,A1
5832,6606,Ravi Prasad,23,1,A2
5833,6607,Gopal Pavagada,39,1,A1
5834,6607,Girish Ballal N,33,1,A2
5835,6608,Madhu Reddy,54,1,A1
5836,6609,Srinivas Rao,51,1,A1
5837,6612,Venkatesh Poojary,43,1,A1
5838,6613,Girish Murthy,42,1,A1
5839,6613,Prakash Nayak,25,1,A2
5840,6617,Chandru Acharya V,40,1,A1
5841,6619,Vinay Sirsi,30,1,A1
5842,6620,Yogesh Gowda,55,1,A1
5843,6622,Nandini V,42,2,A1
5844,6622,Yamuna Swamy,46,2,A2
5845,6622,David Setty,36,1,A3
5846,6623,Sunitha Reddy,43,2,A1
5847,6625,Santosh Naik,31,1,A1
5848,6627,Rohit Iyer,28,1,A1
5849,6628,Girish B,54,1,A1
5850,6628,Chandru Hegde,24,1,A2
5851,6630,Prasad Biradar,34,1,A1
5852,6631,Prasad Madikeri,55,1,A1
5853,6632,Suresh Naik,38,1,A1
5854,6633,Prasad Swamy,40,1,A1
5855,6634,Gopal Nayak,41,1,A1
5856,6636,Karthik Rao,31,1,A1
5857,6637,Suresh Kamath,40,1,A1
5858,6638,Venkatesh Prasad,50,1,A1
5859,6638,David Beltangady,44,1,A2
5860,6639,Ganesh Angadi,29,1,A1
5861,6640,Venkatesh Prasad,39,1,A1
5862,6641,Harish Bhat,54,1,A1
5863,6641,Thomas Shetty,46,1,A2
5864,6645,Rajesh Hanumanthappa R,33,1,A1
5865,6645,Syed Angadi,19,1,A2
5866,6648,Thomas Patil,40,1,A1
5867,6650,Harish Reddy,20,1,A1
5868,6650,Rajesh Ajjampura P,32,1,A2
5869,6652,Prasad G,47,1,A1
5870,6653,Suresh Naik,51,1,A1
5871,6653,Shivakumar Kori K,50,1,A2
5872,6654,Sandeep Kamath,19,1,A1
5873,6656,Rohit Kori,52,1,A1
5874,6658,Harish Kulkarni,42,1,A1
5875,6658,Mahesh Angadi,43,1,A2
5876,6659,Gopal Shetty,41,1,A1
5877,6659,Ayesha Yellapur A,52,2,A2
5878,6660,Girish Naik V,25,1,A1
5879,6660,Manjunath Pai,25,1,A2
5880,6661,Deepak Kori,41,1,A1
5881,6663,Bharathi Reddy,34,2,A1
5882,6663,Karthik Kulkarni,38,1,A2
5883,6663,Prasad Hiremath,36,1,A3
5884,6664,Thomas Prasad,33,1,A1
5885,6664,Manjunath Reddy,24,1,A2
5886,6665,Santosh P,36,1,A1
5887,6667,Ravi Kori,49,1,A1
5888,6668,Chandru Angadi,32,1,A1
5889,6668,Srinivas Gowda,47,1,A2
5890,6668,Grace G,49,2,A3
5891,6671,Ashok Nayak,51,1,A1
5892,6673,Imran L,37,1,A1
5893,6674,Vinay Murthy,52,1,A1
5894,6675,Praveen Hanumanthappa,48,1,A1
5895,6675,Shankar Iyer,45,1,A2
5896,6677,Y Kavital,52,1,A1
5897,6677,Rohit L,44,1,A2
5898,6678,Abdul Bhat,34,1,A1
5899,6678,Karthik Kori,54,1,A2
5900,6679,Santosh Banakar,49,1,A1
5901,6680,Umesh Prasad,39,1,A1
5902,6681,Shankar Nayak,36,1,A1
5903,6681,Mahesh Maddur,20,1,A2
5904,6684,Deepak Poojary,51,1,A1
5905,6685,Srinivas Reddy R,34,1,A1
5906,6686,Vijay Naik,31,1,A1
5907,6687,Sunil Iyer,40,1,A1
5908,6689,Naveen Kulkarni,46,1,A1
5909,6691,Shivakumar Ballal,29,1,A1
5910,6691,Manjunath Kamath,40,1,A2
5911,6694,Umesh G,37,1,A1
5912,6701,Shankar Gowda,23,1,A1
5913,6703,Ramesh Kamath,52,1,A1
5914,6706,Sushma Hiremath,33,2,A1
5915,6706,Sunil Hiremath,25,1,A2
5916,6706,Vinay Banakar,40,1,A3
5917,6707,Rajesh Hanumanthappa,27,1,A1
5918,6707,Vinay G,53,1,A2
5919,6707,Yogesh R,32,1,A3
5920,6708,Shivakumar Gowda,55,1,A1
5921,6708,Thomas Poojary T,38,1,A2
5922,6709,Rajesh G,50,1,A1
5923,6712,Manjunath M,50,1,A1
5924,6712,Naveen Bhat,44,1,A2
5925,6713,Ramesh Kori,49,1,A1
5926,6713,Ravi B,24,1,A2
5927,6716,Sandeep Kamath,45,1,A1
5928,6716,Abdul D,48,1,A2
5929,6718,Chandru Jadhav,51,1,A1
5930,6719,Shankar Banakar,21,1,A1
5931,6721,Syed Nayak,40,1,A1
5932,6722,Shivakumar Devaraj,45,1,A1
5933,6724,Ravi Nayak,47,1,A1
5934,6725,Lokesh Bhat,42,1,A1
5935,6725,Rohit Desai,52,1,A2
5936,6725,Rohit Bhat,25,1,A3
5937,6727,Manjunath Setty,36,1,A1
5938,6728,Ashok Swamy,40,1,A1
