ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
13175,13175,Mahesh Banakar,31,8,1,1,1
13176,13176,Shankar Reddy,60,6,1,4,1
13177,13177,Arun K,37,9,1,4,1
13178,13178,Yamuna Prasad,59,3,1,3,2
13179,13179,Mahesh Murthy,59,3,1,5,1
13180,13180,Mary Hegde N,23,5,1,4,2
13181,13181,Nandini Kori,20,2,1,2,2
13182,13182,Ashok Pai,62,9,1,3,1
13183,13183,Raghavendra Kulkarni,22,8,1,2,1
13184,13184,Rekha Murthy,66,9,1,2,2
13185,13185,Vinay Biradar,61,2,1,5,1
13186,13186,Madhu Kumar,61,2,1,2,1
13187,13187,Naveen Swamy,65,2,1,5,1
13188,13188,Anil Angadi,68,10,1,2,1
13189,13189,Ravi Kamath,34,4,1,5,1
13190,13190,Imran Swamy T,56,9,1,5,1
13191,13191,Vinay Kori,29,5,1,5,1
13192,13192,Raghavendra Kori,50,8,2,3,1
13193,13193,Naveen Naik,34,1,1,1,1
13194,13194,Prasad Reddy K,67,5,1,5,1
13195,13195,Netra Poojary,19,1,1,3,2
13196,13196,Madhu Devaraj,52,9,1,5,1
13197,13197,Prakash Nayak L,30,10,1,2,1
13198,13198,Prakash Iyer,61,2,1,1,1
13199,13199,Umesh Hanumanthappa,39,6,1,3,1
13200,13200,Arun Angadi,54,5,1,4,1
13201,13201,Lokesh Naik,66,1,1,5,1
13202,13202,Harish P,63,8,4,5,1
13203,13203,Darshan Banakar,40,2,1,5,1
13204,13204,Ramesh Pai P,59,2,1,1,1
13205,13205,Harish Devaraj,43,2,1,5,1
13206,13206,Venkatesh Kumar,20,6,2,1,1
13207,13207,Sowmya Hanumanthappa,55,8,1,5,2
13208,13208,Padma Nayak,58,9,1,1,2
13209,13209,Gopal Murthy,31,4,1,4,1
13210,13210,Lakshmi Setty,56,5,1,1,2
13211,13211,Mahesh Pai,46,9,1,3,1
13212,13212,Karthik Prasad,41,10,2,4,1
13213,13213,Uma Pai,20,7,1,2,2
13214,13214,Anitha Jadhav P,50,2,1,3,2
13215,13215,Fathima Banakar,45,3,1,1,2
13216,13216,Divya Nayak,54,6,3,1,2
13217,13217,Meena Angadi,69,3,1,3,2
13218,13218,Geetha Swamy,69,4,1,4,2
13219,13219,Madhu Iyer,22,7,1,1,1
13220,13220,Sandeep Ballal,29,3,1,1,1
13221,13221,Ramya Desai,46,2,1,3,2
13222,13222,Rajesh Hanumanthappa,43,5,1,2,1
13223,13223,Prasad Iyer D,23,6,2,5,1
13224,13224,Venkatesh Iyer,39,4,1,2,1
13225,13225,Sandeep Nayak,20,10,1,2,1
13226,13226,Prakash Rao,29,7,1,2,1
13227,13227,Divya Hegde,49,4,1,2,2
13228,13228,Sowmya Reddy,46,10,1,1,2
13229,13229,Sandeep Bhat,66,5,1,1,1
13230,13230,Praveen Kumar,20,5,1,4,1
13231,13231,Sandeep Prasad,19,9,1,3,1
13232,13232,Ayesha Nayak,69,4,2,2,2
13233,13233,Ramya Hiremath,62,7,1,2,2
13234,13234,Ravi A,58,9,1,1,1
13235,13235,Chaitra Hegde,42,7,1,4,2
13236,13236,Grace Desai,49,8,1,5,2
13237,13237,Deepak Ballal,25,1,1,1,1
13238,13238,Gopal Biradar,63,3,1,2,1
13239,13239,Ravi Nayak,33,3,1,4,1
13240,13240,Grace Setty,49,3,1,5,2
13241,13241,Roopa Patil,70,1,1,4,2
13242,13242,David Devaraj,60,10,1,3,1
13243,13243,Vijay Setty,44,3,1,1,1
13244,13244,Karthik Banakar,42,9,1,2,1
13245,13245,Vishnu Setty,53,1,1,2,1
13246,13246,Chaitra Poojary,19,1,1,3,2
13247,13247,Rekha Bhat,30,9,1,2,2
13248,13248,Girish Setty N,18,3,1,3,1
13249,13249,Bhavya Patil K,23,5,1,4,2
13250,13250,Sunitha Hiremath,69,2,2,3,2
13251,13251,Prasad Acharya,65,4,1,2,1
13252,13252,Girish T,61,8,1,2,1
13253,13253,Ayesha Devaraj,34,5,1,5,2
13254,13254,Raghavendra Setty,67,1,1,3,1
13255,13255,Sandeep Nayak,36,2,1,2,1
13256,13256,Nagaraj Setty,23,4,1,5,1
13257,13257,Divya K,70,10,1,4,2
13258,13258,Vinay Setty,24,10,1,5,1
13259,13259,Mahesh Biradar,25,10,1,1,1
13260,13260,David V,35,5,2,1,1
13261,13261,Venkatesh T,51,4,1,1,1
13262,13262,Girish R,38,7,2,2,1
13263,13263,Mahesh Swamy P,56,8,1,4,1
13264,13264,Ashok Kamath,28,6,2,5,1
13265,13265,Rohit Biradar,31,2,1,4,1
13266,13266,Shankar Ballal L,60,1,1,3,1
13267,13267,Manasa Kulkarni,36,3,1,4,2
13268,13268,Prasad Poojary M,26,8,1,1,1
13269,13269,Vidya Prasad,57,1,2,2,2
13270,13270,Srinivas Angadi,32,9,1,4,1
13271,13271,Sowmya Prasad,19,2,2,5,2
13272,13272,Ramya G,28,7,1,5,2
13273,13273,Yamuna T,69,5,1,1,2
13274,13274,Rekha Reddy,18,7,1,2,2
13275,13275,Vishnu Nayak,58,8,1,1,1
13276,13276,Arun Setty,46,1,1,3,1
13277,13277,Ramesh Prasad,58,5,1,1,1
13278,13278,Rajesh Rao,46,6,1,3,1
13279,13279,Prasad Setty M,37,8,1,5,1
13280,13280,Netra Swamy D,52,4,1,5,2
13281,13281,Praveen Biradar,46,8,1,1,1
13282,13282,Prakash Acharya,46,4,1,5,1
13283,13283,Manasa Hegde M,36,5,1,4,2
13284,13284,Sushma Banakar,57,7,1,5,2
13285,13285,Santosh Setty,22,4,1,5,1
13286,13286,Shwetha Shetty B,70,8,1,1,2
13287,13287,Nagaraj Desai,23,7,2,1,1
13288,13288,Srinivas G,31,1,1,3,1
13289,13289,Lokesh Rao,54,10,2,2,1
13290,13290,Venkatesh Kamath,58,8,1,2,1
13291,13291,Manasa Kamath,33,8,1,2,2
13292,13292,Lokesh P,52,1,1,5,1
13293,13293,Mary H,18,7,1,4,2
13294,13294,Nagaraj Desai,22,4,1,2,1
13295,13295,Deepa Bhat G,48,8,5,1,2
13296,13296,Kavya Kumar,32,4,2,1,2
13297,13297,Nagaraj Hanumanthappa H,21,4,1,3,1
13298,13298,Kiran Pai,65,3,1,4,1
13299,13299,Meena Reddy,36,10,2,1,2
13300,13300,Srinivas Murthy,61,10,1,4,1
13301,13301,Ashwini Rao,52,6,4,2,2
13302,13302,Nandini Swamy,33,3,1,5,2
13303,13303,Vijay Nayak P,46,8,2,5,1
13304,13304,Manjunath Hegde V,27,4,1,5,1
13305,13305,Mary Kumar,48,2,1,1,2
13306,13306,Vijay Ballal,53,1,1,4,1
13307,13307,Ayesha Patil,26,2,1,3,2
13308,13308,Vinay Setty A,59,6,1,5,1
13309,13309,Vijay Bhat,19,5,6,2,1
13310,13310,Rajesh M,22,6,1,2,1
13311,13311,Prakash V,25,8,1,2,1
13312,13312,Basavaraj H,24,5,2,5,1
13313,13313,Abdul Patil K,57,3,1,2,1
13314,13314,Suresh Acharya,56,8,1,3,1
13315,13315,Mahesh L,52,10,1,2,1
13316,13316,Vidya R,54,10,2,4,2
13317,13317,Bhavya Gowda,54,6,1,5,2
13318,13318,Srinivas Hiremath,41,7,1,3,1
13319,13319,Gopal Ballal,47,8,1,5,1
13320,13320,Anitha Setty K,40,8,1,2,2
13321,13321,Uma G,19,4,1,2,2
13322,13322,Karthik Jadhav D,31,6,1,3,1
13323,13323,Sowmya Ballal,45,9,1,1,2
13324,13324,Rajesh Hanumanthappa D,55,6,1,2,1
13325,13325,Yogesh Swamy,60,7,1,3,1
13326,13326,David Kori,61,2,2,3,1
13327,13327,Chandru Pai,21,10,1,1,1
13328,13328,Sujatha Hiremath,21,2,1,4,2
13329,13329,Kavya Banakar,18,3,1,2,2
13330,13330,Prakash B,20,6,1,2,1
13331,13331,Lakshmi Devaraj,59,9,1,5,2
13332,13332,Yamuna Prasad,35,7,1,5,2
13333,13333,Geetha A,47,10,1,4,2
13334,13334,Syed Poojary,60,9,1,1,1
13335,13335,Yamuna Desai,21,6,1,5,2
13336,13336,Deepak Hegde H,52,10,1,1,1
13337,13337,Srinivas Angadi,32,1,1,1,1
13338,13338,Grace Desai,66,9,2,5,2
13339,13339,Sandeep Swamy V,24,3,2,4,1
13340,13340,Kiran V,67,3,1,2,1
13341,13341,Sowmya Kori M,40,4,1,4,2
13342,13342,Bhavya Biradar,59,8,1,3,2
13343,13343,Shivakumar S,52,4,1,1,1
13344,13344,Fathima Acharya,57,10,6,4,2
13345,13345,Manasa H,33,4,4,2,2
13346,13346,Lokesh Poojary,18,1,1,4,1
13347,13347,Naveen L,43,3,1,4,1
13348,13348,Ganesh V,70,5,2,3,1
13349,13349,Thomas Jadhav,54,4,4,2,1
13350,13350,Shivakumar Kori,59,8,1,5,1
13351,13351,Gopal K,35,6,1,2,1
13352,13352,Santosh Kulkarni,41,4,1,3,1
13353,13353,Shwetha Reddy,28,9,1,2,2
13354,13354,Chaitra Hegde,69,4,1,3,2
13355,13355,Nandini Kumar,38,8,6,1,2
13356,13356,Chandru Desai,25,2,1,1,1
13357,13357,Umesh Kulkarni,24,4,1,1,1
13358,13358,Roopa Jadhav,29,3,1,5,2
13359,13359,Anil B,65,4,1,5,1
13360,13360,Rajesh Murthy,21,1,1,5,1
13361,13361,Shankar Nayak,41,1,1,1,1
13362,13362,Arun Jadhav R,43,1,1,2,1
13363,13363,Syed Poojary,52,1,1,4,1
13364,13364,Anitha Devaraj,55,10,1,1,2
13365,13365,Venkatesh D,36,6,1,5,1
13366,13366,Vinay Pai,49,1,1,4,1
13367,13367,Vinay Banakar,28,6,2,5,1
13368,13368,Mary Jadhav,64,3,1,3,2
13369,13369,Vishnu Banakar,41,9,2,5,1
13370,13370,Syed D,54,9,1,3,1
13371,13371,Netra Murthy,29,7,3,1,2
13372,13372,Sujatha Biradar,58,9,1,3,2
13373,13373,Karthik Kumar,38,8,2,3,1
13374,13374,Fathima Biradar,27,7,2,4,2
13375,13375,Chandru Swamy,55,6,2,4,1
13376,13376,Netra Poojary,34,10,1,4,2
13377,13377,Sujatha Swamy,38,5,2,2,2
13378,13378,Anil N,20,1,1,2,1
13379,13379,Geetha K,31,5,1,1,2
13380,13380,Kiran Shetty,32,4,1,4,1
13381,13381,Prakash Kulkarni,24,5,2,1,1
13382,13382,Prasad Naik,38,10,1,4,1
13383,13383,Shivakumar Pai,29,5,1,1,1
13384,13384,Abdul Kumar,36,4,1,3,1
13385,13385,Netra Hanumanthappa,36,10,1,5,2
13386,13386,Ashok Gowda,18,6,1,2,1
13387,13387,Yogesh Swamy,66,3,1,2,1
13388,13388,Sandeep Kori,27,5,1,4,1
13389,13389,Mahesh Angadi G,36,3,2,2,1
13390,13390,Vishnu Desai,47,7,1,5,1
13391,13391,Ramya Kulkarni,25,3,1,1,2
13392,13392,Sandeep T,21,7,1,3,1
13393,13393,Yamuna Poojary,68,1,1,4,2
13394,13394,Pooja Ballal,56,4,2,3,2
13395,13395,Manasa Angadi,59,3,1,4,2
13396,13396,Nandini Devaraj,65,3,1,5,2
13397,13397,Yogesh Swamy,57,10,1,2,1
13398,13398,Rajesh D,58,8,1,1,1
13399,13399,Ravi Biradar,43,9,1,3,1
13400,13400,Vijay Naik,48,8,2,1,1
13401,13401,Ashok Patil,25,3,2,2,1
13402,13402,Anitha Bhat,33,1,1,4,2
13403,13403,Netra Gowda,36,1,2,1,2
13404,13404,Chandru Hegde,31,9,1,4,1
13405,13405,Abdul Acharya,54,3,1,4,1
13406,13406,Yogesh D,45,10,1,4,1
13407,13407,Ramesh Ballal,42,1,2,3,1
13408,13408,Darshan P,29,9,1,3,1
13409,13409,Geetha A,31,8,1,1,2
13410,13410,Rajesh Bhat,37,6,1,3,1
13411,13411,Gopal Iyer,28,8,2,2,1
13412,13412,Suresh Nayak,22,10,1,3,1
13413,13413,Netra V,27,4,1,3,2
13414,13414,Santosh Kori,62,7,1,5,1
13415,13415,Sowmya Kumar,49,9,1,2,2
13416,13416,Mohan Angadi T,33,8,1,1,1
13417,13417,Santosh Shetty,42,1,1,2,1
13418,13418,Grace K,46,6,1,1,2
13419,13419,Kavya Naik,31,1,1,3,2
13420,13420,Gopal Kori N,54,1,1,5,1
13421,13421,Sujatha Acharya,47,5,1,2,2
13422,13422,Bharathi Hiremath,50,4,1,2,2
13423,13423,Karthik Pai,28,8,1,3,1
13424,13424,Lokesh Ballal,35,10,1,5,1
13425,13425,Ashok Kamath,67,3,1,1,1
13426,13426,Santosh Kori,34,4,5,1,1
13427,13427,Rajesh Swamy,64,2,3,4,1
13428,13428,Darshan Patil,44,3,1,3,1
13429,13429,Karthik Desai,54,1,1,1,1
13430,13430,Rajesh Bhat,27,8,1,3,1
13431,13431,Prakash Desai,44,10,1,5,1
13432,13432,Fathima Kori,31,3,1,4,2
13433,13433,Suresh Jadhav,45,1,2,1,1
13434,13434,Padma P,29,10,2,3,2
13435,13435,Mahesh Kulkarni,21,5,2,1,1
13436,13436,Ravi Poojary L,48,3,1,5,1
13437,13437,Kiran Setty,18,9,1,4,1
13438,13438,Arun K,33,7,2,4,1
13439,13439,Arun R,59,1,1,3,1
13440,13440,Nagaraj Iyer R,66,8,2,2,1
13441,13441,Praveen Angadi,50,4,1,5,1
13442,13442,Prakash G,37,1,1,1,1
13443,13443,Grace Pai,35,2,1,2,2
13444,13444,Imran K,50,8,1,4,1
13445,13445,Sushma Swamy,20,9,1,5,2
13446,13446,Bhavya Rao,47,3,1,5,2
13447,13447,Yogesh S,55,6,1,5,1
13448,13448,Arun Biradar,67,6,1,5,1
13449,13449,Pooja Devaraj,34,3,1,2,2
13450,13450,Venkatesh Jadhav,61,1,1,4,1
13451,13451,Raghavendra H,18,4,1,3,1
13452,13452,Ganesh Hiremath,22,2,1,1,1
13453,13453,Thomas Biradar,36,7,2,2,1
13454,13454,Yogesh Reddy,39,9,1,1,1
13455,13455,Rekha Kumar,42,9,2,3,2
13456,13456,Bhavya Acharya,41,1,1,1,2
13457,13457,Ravi Devaraj,35,8,3,5,1
13458,13458,Fathima S,26,4,1,5,2
13459,13459,Sunil M,25,7,1,5,1
13460,13460,Manasa B,19,10,1,2,2
13461,13461,Darshan Murthy,18,10,1,1,1
13462,13462,Shankar Poojary,21,3,1,2,1
13463,13463,Sunil Kulkarni,39,5,2,2,1
13464,13464,Imran Pai G,49,2,1,1,1
13465,13465,Mahesh Hegde,51,10,1,1,1
13466,13466,Girish H,63,1,1,1,1
13467,13467,Rohit Rao,62,1,1,1,1
13468,13468,Ravi Poojary,58,9,1,2,1
13469,13469,Uma G,19,6,2,5,2
13470,13470,Manjunath Hanumanthappa,69,6,1,2,1
13471,13471,Umesh Devaraj,65,1,1,3,1
13472,13472,Lokesh Devaraj,33,10,2,2,1
13473,13473,Uma Bhat,65,3,1,3,2
13474,13474,Deepak Murthy,55,9,1,1,1
13475,13475,Umesh Kamath,37,10,1,2,1
13476,13476,Yogesh Kumar N,43,2,6,5,1
13477,13477,Bharathi Biradar,54,1,1,4,2
13478,13478,Kiran Shetty,62,9,1,2,1
13479,13479,Bhavya Kumar,35,4,1,1,2
13480,13480,Mohan Kumar,44,9,1,3,1
13481,13481,Nagaraj Naik,67,6,1,2,1
13482,13482,Santosh Angadi,37,10,1,3,1
13483,13483,Sujatha Murthy,37,7,1,4,2
13484,13484,Gopal Setty,44,8,1,3,1
13485,13485,Ramesh Kamath,35,2,1,3,1
13486,13486,Santosh L,66,3,1,3,1
13487,13487,Syed Poojary,60,8,1,3,1
13488,13488,Vidya S,23,1,1,4,2
13489,13489,Bhavya Murthy M,33,9,1,5,2
13490,13490,Thomas Jadhav,69,3,1,5,1
13491,13491,Netra G,31,9,1,1,2
13492,13492,Vinay Poojary,34,6,2,1,1
13493,13493,Fathima Reddy,50,2,1,3,2
13494,13494,Madhu M,38,5,1,3,1
13495,13495,Shankar Reddy,24,10,3,4,1
13496,13496,Sujatha Rao,20,4,1,5,2
13497,13497,Kavya Iyer,60,6,1,3,2
13498,13498,Kavya Banakar,24,9,4,2,2
13499,13499,Vinay Desai,25,7,1,3,1
13500,13500,Anitha Naik,54,4,1,2,2
13501,13501,Vijay Reddy,33,8,1,2,1
13502,13502,Deepa Swamy,64,2,1,1,2
13503,13503,Venkatesh Ballal,30,6,3,1,1
13504,13504,Ramesh Murthy,23,1,1,3,1
13505,13505,Sushma Pai K,45,10,1,2,2
13506,13506,Vijay Patil,62,6,1,1,1
13507,13507,Grace Pai,69,8,1,5,2
13508,13508,Suresh Kumar,28,2,1,4,1
13509,13509,Thomas Reddy,25,9,2,3,1
13510,13510,Girish Prasad,50,1,1,3,1
13511,13511,Geetha Banakar,38,6,1,2,2
13512,13512,Anil Desai,46,4,1,1,1
13513,13513,Mohan Banakar,27,6,1,1,1
13514,13514,Shankar Hegde,24,1,1,4,1
13515,13515,Geetha Kumar,47,9,1,5,2
13516,13516,Shankar Banakar,40,1,1,4,1
13517,13517,Ganesh A,27,1,2,5,1
13518,13518,Shankar Jadhav,54,1,1,4,1
13519,13519,Anil Angadi,38,4,1,3,1
13520,13520,Mahesh Acharya,34,1,1,5,1
13521,13521,Ayesha Hiremath,42,4,1,3,2
13522,13522,Ravi Pai,38,1,1,4,1
13523,13523,Srinivas G,32,6,1,2,1
13524,13524,Girish Rao,29,7,1,1,1
13525,13525,Basavaraj L,27,10,2,4,1
13526,13526,Vishnu Iyer,60,6,4,5,1
13527,13527,Meena G,58,9,1,3,2
13528,13528,Divya Acharya,22,5,1,3,2
13529,13529,Vijay G,67,3,2,5,1
13530,13530,Mary Bhat,65,1,1,4,2
13531,13531,Vidya Biradar,49,7,1,4,2
13532,13532,Ayesha Iyer,35,6,1,1,2
13533,13533,Roopa D,51,7,1,1,2
13534,13534,Netra Devaraj,64,5,1,4,2
13535,13535,Mahesh P,25,3,2,1,1
13536,13536,Pooja V,18,5,2,1,2
13537,13537,Abdul Swamy,59,9,1,3,1
13538,13538,Mohan Hegde,51,2,5,2,1
13539,13539,Ravi S,26,8,1,2,1
13540,13540,Prakash Biradar,29,2,1,2,1
13541,13541,Yogesh Pai,68,3,1,4,1
13542,13542,Mary Kulkarni,29,8,1,4,2
13543,13543,Ramya Hanumanthappa,50,10,2,4,2
13544,13544,Sunil L,66,5,1,2,1
13545,13545,Deepa Setty,39,7,5,1,2
13546,13546,Darshan Hanumanthappa,24,6,1,3,1
13547,13547,Anil Swamy,27,8,4,3,1
13548,13548,Fathima Acharya,18,3,1,2,2
13549,13549,Imran Patil G,32,6,1,3,1
13550,13550,Sahana Murthy,30,8,1,1,2
13551,13551,Kavya S,57,8,1,1,2
13552,13552,Sowmya Biradar,59,9,2,3,2
13553,13553,Madhu Prasad T,19,4,1,5,1
13554,13554,Anitha Hiremath,27,7,1,3,2
13555,13555,Ashwini Angadi T,34,5,1,2,2
13556,13556,Arun Pai,32,9,1,2,1
13557,13557,Ramesh Kamath,36,6,1,2,1
13558,13558,Nandini Iyer,52,6,1,4,2
13559,13559,Srinivas Hegde,58,1,1,3,1
13560,13560,Lokesh Pai,62,1,1,5,1
13561,13561,Sahana Nayak,42,3,1,2,2
13562,13562,Gopal R,54,3,1,4,1
13563,13563,Naveen Angadi,45,6,1,3,1
13564,13564,Nagaraj Naik,64,5,1,4,1
13565,13565,Syed Pai,42,10,3,5,1
13566,13566,Prasad Reddy,56,8,1,5,1
13567,13567,Ramesh Jadhav,55,4,1,2,1
13568,13568,Yogesh Kumar,40,1,3,3,1
13569,13569,Grace Shetty,57,2,1,2,2
13570,13570,Mahesh Kumar,30,7,1,5,1
13571,13571,Pooja D,47,5,1,4,2
13572,13572,Lakshmi Murthy,22,8,1,5,2
13573,13573,Sowmya Gowda L,59,8,1,1,2
13574,13574,Grace Naik,29,2,2,3,2
13575,13575,Rekha Nayak,34,9,1,3,2
13576,13576,Rohit N,61,8,1,4,1
13577,13577,Basavaraj Setty,69,6,1,2,1
13578,13578,Nagaraj Kori A,32,5,1,4,1
13579,13579,Madhu Acharya M,24,10,2,2,1
13580,13580,Ramya G,19,2,1,1,2
13581,13581,Netra Jadhav,49,2,1,2,2
13582,13582,Netra K,55,4,2,3,2
13583,13583,Divya Pai,27,1,1,2,2
13584,13584,Chaitra Banakar,37,5,1,3,2
13585,13585,Vishnu Devaraj,61,2,1,3,1
13586,13586,Yamuna Naik,41,9,3,5,2
13587,13587,Kiran Pai,64,8,1,1,1
13588,13588,Praveen Angadi,49,2,1,2,1
13589,13589,Sushma P,57,1,2,4,2
13590,13590,Imran Bhat K,58,5,5,2,1
13591,13591,Nandini Acharya,34,2,1,5,2
13592,13592,Manasa Kori,45,10,1,3,2
13593,13593,Shivakumar Kori,52,7,1,3,1
13594,13594,Manjunath M,51,3,1,3,1
13595,13595,Darshan Banakar D,26,6,1,5,1
13596,13596,Yamuna Iyer,51,6,1,3,2
13597,13597,Arun B,69,10,1,3,1
13598,13598,Rekha Angadi A,40,3,1,1,2
13599,13599,Rekha Kori,44,2,1,3,2
13600,13600,Ganesh Iyer,52,3,1,1,1
13601,13601,Ganesh Nayak P,66,4,1,2,1
13602,13602,Sunil Iyer,54,5,5,4,1
13603,13603,Rohit Bhat,35,5,2,2,1
13604,13604,Madhu Gowda,62,2,1,5,1
13605,13605,Chaitra N,26,7,1,3,2
13606,13606,Sunil M,68,4,1,4,1
13607,13607,Bhavya Iyer,38,3,2,3,2
13608,13608,Praveen Devaraj,56,5,3,1,1
13609,13609,Bharathi Hiremath,35,10,2,1,2
13610,13610,Divya Hiremath,59,7,1,4,2
13611,13611,Shivakumar Prasad,18,10,1,4,1
13612,13612,Anil M,70,10,4,4,1
13613,13613,Karthik Naik,65,4,1,1,1
13614,13614,Yamuna Kamath R,42,7,1,2,2
13615,13615,Meena R,34,5,1,5,2
13616,13616,Praveen Gowda P,70,5,1,1,1
13617,13617,Praveen Kamath,67,9,1,1,1
13618,13618,Shwetha V,44,3,1,3,2
13619,13619,Arun Kulkarni,36,10,1,2,1
13620,13620,Anil Kori,42,8,1,5,1
13621,13621,Chaitra Rao,33,1,1,4,2
13622,13622,Rohit Devaraj,28,6,1,2,1
13623,13623,Fathima Kori H,48,1,1,1,2
13624,13624,Karthik Acharya,68,7,1,4,1
13625,13625,Roopa Reddy,20,4,1,1,2
13626,13626,Srinivas Naik,30,2,1,5,1
13627,13627,David D,33,2,1,3,1
13628,13628,Anitha Devaraj,31,2,1,1,2
13629,13629,Bharathi M,30,3,1,5,2
13630,13630,Bharathi Devaraj,49,10,1,2,2
13631,13631,Yogesh Desai,32,9,1,3,1
13632,13632,Grace Iyer,34,7,1,5,2
13633,13633,Sunitha Rao,21,6,1,5,2
13634,13634,Thomas Murthy S,31,6,1,2,1
13635,13635,Santosh Devaraj,39,8,1,2,1
13636,13636,Praveen Swamy,43,10,1,1,1
13637,13637,Venkatesh Prasad,20,6,1,1,1
13638,13638,Kavya D,62,7,1,2,2
13639,13639,Sunitha Pai,35,5,1,5,2
13640,13640,Deepak Nayak L,24,9,1,5,1
13641,13641,Sowmya K,60,8,2,5,2
13642,13642,Vinay Jadhav,43,9,1,5,1
13643,13643,Sahana Rao,18,5,1,2,2
13644,13644,Geetha Swamy,24,3,1,1,2
13645,13645,Lokesh Rao,63,2,1,3,1
13646,13646,Fathima R,69,4,1,3,2
13647,13647,Syed V,53,6,2,2,1
13648,13648,Deepa N,55,8,2,5,2
13649,13649,Vishnu Gowda,29,8,2,2,1
13650,13650,Darshan Kori,54,9,2,1,1
13651,13651,Shankar Biradar,44,4,1,1,1
13652,13652,Madhu Ballal,38,2,1,5,1
13653,13653,Manasa Kumar,65,1,1,2,2
13654,13654,Gopal Patil,24,3,1,1,1
13655,13655,Kiran Gowda,31,5,1,5,1
13656,13656,David Banakar,69,1,2,5,1
13657,13657,Gopal Kumar A,42,8,1,2,1
13658,13658,Sujatha Angadi,42,8,1,3,2
13659,13659,Praveen Kamath,65,4,1,2,1
13660,13660,Sujatha D,23,9,1,4,2
13661,13661,Shankar Kulkarni K,54,1,1,3,1
13662,13662,Srinivas B,61,5,1,4,1
13663,13663,Shivakumar Hegde,31,1,1,2,1
13664,13664,Fathima Iyer,70,6,1,1,2
13665,13665,Meena Rao,59,3,1,5,2
13666,13666,Yogesh Angadi,27,6,1,4,1
13667,13667,Manjunath Iyer,70,2,1,1,1
13668,13668,Roopa R,69,9,1,5,2
13669,13669,Rekha Desai,69,1,1,5,2
13670,13670,Sujatha Desai,49,5,1,2,2
13671,13671,Fathima R,18,2,1,2,2
13672,13672,Vijay Jadhav,24,4,1,5,1
13673,13673,Basavaraj Desai,34,9,1,4,1
13674,13674,Ashok Hegde,42,5,2,4,1
13675,13675,Sowmya Setty,28,1,1,4,2
13676,13676,Sunitha Hiremath,22,1,1,2,2
13677,13677,Anil Gowda,69,9,1,2,1
13678,13678,Rohit Kori,64,9,1,1,1
13679,13679,David K,43,8,1,4,1
13680,13680,Srinivas Hegde B,23,5,1,2,1
13681,13681,Harish Poojary,32,6,1,4,1
13682,13682,Yamuna Setty V,19,6,1,2,2
13683,13683,Thomas Naik,19,5,1,3,1
13684,13684,Deepak Kulkarni,25,1,1,4,1
13685,13685,Prasad Patil,30,6,1,4,1
13686,13686,Rohit V,54,8,1,1,1
13687,13687,Shivakumar Kumar,18,6,1,5,1
13688,13688,Sushma Angadi,49,4,5,5,2
13689,13689,Rekha Gowda,53,4,1,1,2
13690,13690,Anil Naik,49,1,1,4,1
13691,13691,Mohan Devaraj,34,10,2,3,1
13692,13692,Vidya Kumar,61,10,1,1,2
13693,13693,Suresh Kamath,62,3,1,4,1
13694,13694,Pooja Angadi,21,7,2,1,2
13695,13695,Sujatha Jadhav,23,4,1,5,2
13696,13696,Uma D,28,10,1,1,2
13697,13697,Darshan Patil,19,2,1,4,1
13698,13698,Ayesha M,45,4,1,1,2
13699,13699,Vidya Kulkarni,56,2,1,1,2
13700,13700,Yogesh P,47,10,1,5,1
13701,13701,Sunitha Bhat D,64,3,1,4,2
13702,13702,Ayesha Hegde,25,10,1,3,2
13703,13703,Imran R,24,1,1,2,1
13704,13704,Anitha Kori,21,3,1,5,2
13705,13705,Kiran Poojary,67,10,1,5,1
13706,13706,Manjunath M,67,7,1,5,1
13707,13707,Madhu H,40,2,1,3,1
13708,13708,Bhavya Naik,31,10,1,3,2
13709,13709,Anil Patil T,29,3,1,3,1
13710,13710,Uma Devaraj,69,7,1,5,2
13711,13711,Sowmya Banakar,50,4,1,3,2
13712,13712,Santosh Poojary L,40,8,1,2,1
13713,13713,Kiran Kulkarni,51,7,1,1,1
13714,13714,Venkatesh Patil,22,10,1,4,1
13715,13715,Darshan Ballal,26,10,1,4,1
13716,13716,Sushma Biradar,33,8,1,2,2
13717,13717,Yogesh Shetty,70,10,1,1,1
13718,13718,Uma Patil,65,5,1,5,2
13719,13719,Ramya Rao,66,10,1,2,2
13720,13720,Rohit B,28,6,1,1,1
13721,13721,Deepa Rao,64,5,1,5,2
13722,13722,Madhu Kumar,25,7,1,4,1
13723,13723,Kiran Rao,25,3,1,5,1
13724,13724,Harish Kumar,65,3,1,2,1
13725,13725,Vijay Ballal,56,2,1,4,1
13726,13726,Nagaraj Kori,66,1,3,4,1
13727,13727,Geetha Jadhav,40,7,1,3,2
13728,13728,Ashok Jadhav,42,6,1,2,1
13729,13729,Madhu Hegde,53,5,1,5,1
13730,13730,Girish T,42,1,1,2,1
13731,13731,Karthik Swamy,34,4,1,2,1
13732,13732,Roopa Devaraj,52,1,1,4,2
13733,13733,Prakash Patil,40,8,1,5,1
13734,13734,Gopal S,64,3,1,4,1
13735,13735,Mohan Nayak,48,10,2,1,1
13736,13736,Rekha Acharya,24,1,1,1,2
13737,13737,Shankar Iyer,68,10,1,3,1
