VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
16941,13533,Vinay Iyer D,21,1,0
16942,13534,Suresh Nayak K,28,1,0
16943,13535,Srinivas Hegde,27,1,0
16944,13535,Deepak Reddy,28,1,0
16945,13535,Ashok Hegde,64,1,0
16946,13536,Lokesh Swamy,74,1,0
16947,13537,Uma Acharya,60,2,0
16948,13537,Manasa Banakar,42,2,0
16949,13538,Chaitra Kulkarni,58,2,0
16950,13539,Sujatha R,28,2,0
16951,13540,Gopal Iyer P,47,1,0
16952,13541,Anitha Kulkarni,55,2,0
16953,13541,Geetha T,49,2,0
16954,13542,David Kamath,27,1,0
16955,13543,Ganesh Banakar,79,1,0
16956,13544,Geetha Angadi,38,2,0
16957,13545,Roopa Reddy,58,2,0
16958,13546,Gopal Rao,55,1,0
16959,13547,Shivakumar Rao,61,1,0
16960,13548,Shankar Kamath,33,1,0
16961,13549,Pooja Kori,37,2,0
16962,13550,Madhu A,66,1,0
16963,13550,Girish T,29,1,0
16964,13551,Anil M,79,1,0
16965,13552,Pooja Pai,71,2,0
16966,13552,Pooja T,21,2,0
16967,13553,Yamuna Kumar,27,2,0
16968,13554,Chaitra Poojary,57,2,0
16969,13555,Shivakumar Poojary,20,1,0
16970,13556,Vinay Jadhav,33,1,0
16971,13557,Lokesh A,71,1,0
16972,13558,Ayesha Kulkarni B,73,2,0
16973,13558,Shankar Iyer,31,1,0
16974,13559,Ganesh Iyer,72,1,0
16975,13560,Anitha Banakar,47,2,0
16976,13561,Yogesh V,56,1,0
16977,13562,Sunitha Hiremath,45,2,0
16978,13563,Deepak Poojary,71,1,0
16979,13564,Netra Murthy,36,2,0
16980,13565,Syed Banakar,40,1,0
16981,13566,Ayesha V,59,2,0
16982,13567,Yogesh Swamy,26,1,0
16983,13568,Sowmya Hanumanthappa,35,2,0
16984,13568,Mohan Kori,38,1,0
16985,13569,Ayesha Biradar,22,2,0
16986,13570,Sujatha Bhat A,60,2,0
16987,13571,Lakshmi Patil,51,2,0
16988,13572,Abdul Shetty,21,1,0
16989,13573,Raghavendra Devaraj,59,1,0
16990,13574,Imran Setty,74,1,0
16991,13575,Kavya Rao,45,2,0
16992,13576,Praveen Iyer S,32,1,0
16993,13577,Netra Acharya,73,2,0
16994,13578,Sunitha Desai,24,2,0
16995,13579,Sushma Hegde,53,2,0
16996,13580,Sunil Angadi,50,1,0
16997,13581,Lakshmi Shetty S,48,2,0
16998,13582,Shwetha Pai,62,2,0
16999,13583,Ramesh Poojary,62,1,0
17000,13584,Srinivas Setty,57,1,0
17001,13585,Vinay Setty,59,1,0
17002,13586,Sandeep Gowda,51,1,0
17003,13586,Netra Naik,52,2,0
17004,13586,Ramesh Gowda,61,1,0
17005,13587,Manjunath Jadhav,46,1,0
17006,13588,Divya Poojary,35,2,0
17007,13589,Ashwini Poojary,25,2,0
17008,13590,Bhavya Biradar,24,2,0
17009,13591,Basavaraj Jadhav,67,1,0
17010,13592,Imran Nayak,78,1,0
17011,13593,Girish Hiremath,17,1,0
17012,13594,Vijay Iyer,21,1,0
17013,13595,Shankar Kumar,69,1,1
17014,13596,Sunil Ballal,55,1,0
17015,13596,Chaitra Bhat N,76,2,0
17016,13597,Raghavendra Prasad A,46,1,0
17017,13597,Divya Kumar,64,2,0
17018,13598,Vinay Angadi,60,1,0
17019,13599,Venkatesh B,47,1,0
17020,13600,Umesh Angadi,39,1,0
17021,13601,Syed Setty R,37,1,0
17022,13602,Rajesh Rao,23,1,0
17023,13603,Praveen D,67,1,0
17024,13604,Sowmya Prasad V,22,2,0
17025,13604,Prasad G,63,1,0
17026,13605,Manasa Rao N,39,2,0
17027,13606,Chandru Kumar,77,1,0
17028,13607,Deepak Rao V,78,1,0
17029,13608,Meena Bhat,19,2,0
17030,13609,Lakshmi Swamy,34,2,0
17031,13610,Pooja Banakar,67,2,0
17032,13611,Gopal Banakar,65,1,0
17033,13612,Vinay Kori,55,1,0
17034,13613,Vijay Acharya,49,1,0
17035,13613,Ashok Iyer,30,1,0
17036,13614,Ramya Hiremath,28,2,0
17037,13615,Mary Patil,24,2,0
17038,13616,Padma Banakar,67,2,0
17039,13617,Ashwini Ballal,74,2,0
17040,13618,Rekha Biradar,39,2,0
17041,13619,Anitha Shetty,62,2,0
17042,13620,Divya Ballal L,30,2,0
17043,13621,Rohit V,20,1,0
17044,13622,Shankar Hiremath,16,1,0
17045,13623,Vinay Reddy,20,1,0
17046,13624,Sahana Ballal,71,2,0
17047,13625,Chandru Devaraj,47,1,0
17048,13625,Mary Banakar,23,2,0
17049,13626,Ashwini N,34,2,0
17050,13627,Ramya Prasad,17,2,0
17051,13628,David Kulkarni L,24,1,0
17052,13629,Ashwini Naik,24,2,0
17053,13630,Grace Hegde,19,2,0
17054,13630,Chaitra Nayak,75,2,0
17055,13631,Harish Banakar,68,1,0
17056,13632,Pooja Banakar,42,2,0
17057,13633,Harish Reddy,78,1,0
17058,13634,Ashok Hegde P,40,1,0
17059,13635,Ravi T,60,1,0
17060,13636,Ramya Kori,53,2,0
17061,13637,Sunitha Reddy,34,2,0
17062,13637,Ramya Desai,24,2,0
17063,13638,Shivakumar Ballal,55,3,0
17064,13639,Sunitha Nayak,52,2,0
17065,13639,Venkatesh Iyer,28,1,0
17066,13639,Sunitha Setty,50,2,0
17067,13640,Vinay Murthy,29,1,0
17068,13641,Sunitha Banakar T,58,2,0
17069,13642,Srinivas Kori,73,1,0
17070,13643,Lokesh Patil,58,1,0
17071,13644,Manasa Acharya,30,2,0
17072,13645,David Iyer,37,1,0
17073,13645,Sunil Angadi,51,1,0
17074,13646,Anitha Acharya,63,2,0
17075,13647,Suresh Banakar,32,1,0
17076,13648,Darshan Desai,66,1,0
17077,13648,Venkatesh Jadhav,27,1,0
17078,13649,Sujatha Naik,36,2,0
17079,13649,Srinivas Shetty,78,1,0
17080,13650,Ayesha Murthy,46,2,0
17081,13651,Vinay Jadhav,59,1,0
17082,13651,Padma Acharya,28,2,1
17083,13652,Divya M,54,2,0
17084,13653,Nandini Hegde,51,2,0
17085,13654,Yogesh Hanumanthappa,70,1,0
17086,13655,Naveen Angadi,21,1,0
17087,13655,Nandini Kulkarni,78,2,0
17088,13655,Fathima Kori,30,2,0
17089,13656,Suresh Reddy S,77,1,0
17090,13656,Arun Bhat,27,1,0
17091,13656,Kavya L,62,2,0
17092,13657,Praveen Kulkarni,41,1,0
17093,13658,Sujatha Biradar,74,2,0
17094,13659,Vijay Prasad,56,1,0
17095,13660,Naveen Kumar,54,1,0
17096,13661,Yamuna Gowda,29,2,0
17097,13662,Ramesh R,30,1,0
17098,13663,Mary Desai,70,2,0
17099,13663,Fathima Murthy,71,2,0
17100,13664,Bhavya L,60,2,0
17101,13665,Pooja R,45,2,0
17102,13666,Sahana Kumar,44,2,0
17103,13667,Anil Banakar,36,1,0
17104,13668,Sahana Iyer,46,2,0
17105,13669,Venkatesh Hanumanthappa,52,1,0
17106,13670,Geetha D,77,2,0
17107,13670,Kavya B,41,2,0
17108,13670,Lakshmi K,39,2,0
17109,13671,Rohit Gowda,77,1,0
17110,13672,Umesh Murthy,46,1,0
17111,13673,Grace Kumar,47,2,0
17112,13673,Ashwini Kumar,47,2,0
17113,13674,Netra T,39,2,0
17114,13675,Kiran D,25,1,0
17115,13676,Shivakumar G,34,1,0
17116,13677,Roopa Hanumanthappa,19,2,0
17117,13677,Shivakumar Angadi,46,1,0
17118,13678,Harish Kulkarni,53,1,0
17119,13679,Netra Banakar,22,2,0
17120,13680,Mary B,40,2,0
17121,13681,Sunil Desai,65,1,0
17122,13681,Naveen Setty,79,1,0
17123,13682,Kiran A,25,1,0
17124,13683,Naveen Poojary,78,1,0
17125,13683,Suresh Bhat,46,1,0
17126,13684,Bharathi Setty,53,2,0
17127,13685,Prasad Banakar A,40,1,0
17128,13686,Harish Desai,38,1,0
17129,13686,Bharathi Gowda,69,2,0
17130,13687,Ayesha Bhat,54,2,0
17131,13688,Mary Hanumanthappa B,63,2,0
17132,13689,Geetha Hanumanthappa,52,2,0
17133,13690,Sandeep Kamath,29,1,0
17134,13691,Divya Pai,21,2,0
17135,13692,Prakash Jadhav,57,1,0
17136,13692,Padma L,38,2,0
17137,13693,Ashok Hanumanthappa,56,1,0
17138,13694,Roopa Kori,21,2,0
17139,13694,Pooja Hanumanthappa,26,2,0
17140,13695,Bhavya Patil,59,2,0
17141,13695,Bhavya Setty,42,2,0
17142,13696,Grace P,30,2,0
17143,13697,Sunil Biradar,63,1,0
17144,13698,Mahesh Bhat,30,1,0
17145,13699,Shivakumar Bhat,22,1,0
17146,13700,Harish Devaraj,72,1,0
17147,13701,Ganesh Rao,43,1,0
17148,13702,Fathima Acharya T,26,2,0
17149,13703,Manasa Murthy,22,2,0
17150,13703,Harish Prasad,43,1,0
17151,13703,Ramya Jadhav,44,2,0
17152,13704,Rajesh Swamy,32,1,0
17153,13705,Basavaraj Biradar,68,1,0
17154,13706,Ramesh Rao D,58,1,0
17155,13707,Srinivas Kamath K,55,1,0
17156,13707,Rekha Kumar,42,2,0
17157,13707,Santosh H,58,1,0
17158,13708,Vinay Acharya,61,1,0
17159,13709,Kavya Hiremath P,57,2,0
17160,13710,Rajesh Gowda,24,1,0
17161,13711,Rekha Hegde,25,2,0
17162,13712,Ashwini Hanumanthappa,51,2,0
17163,13713,Meena Pai,30,2,0
17164,13714,Umesh Naik,59,1,0
17165,13715,Yogesh D,56,1,0
17166,13715,Mary Hanumanthappa,19,2,0
17167,13716,Vidya Acharya N,25,2,0
17168,13717,Fathima Rao,25,2,0
17169,13718,Fathima Iyer,30,2,0
17170,13719,Nandini Kori N,63,2,0
17171,13720,Nagaraj Naik,58,1,0
17172,13721,Kiran Prasad,65,1,0
17173,13722,Vidya L,41,2,0
17174,13723,Chaitra Hegde,65,2,0
17175,13724,Uma Acharya,67,2,0
17176,13725,Santosh Devaraj,56,1,0
17177,13726,Sunitha Acharya,66,2,0
17178,13727,Rajesh Murthy,60,1,0
17179,13728,Nagaraj Rao,40,1,0
17180,13729,Darshan Jadhav,36,1,0
17181,13730,David Hegde S,56,1,0
17182,13731,Basavaraj Acharya,77,3,0
17183,13732,Anitha Swamy R,64,2,0
17184,13733,Manasa Banakar,78,2,0
17185,13734,Rajesh S,26,1,0
17186,13734,Mohan S,23,3,0
17187,13734,Ashok Naik,43,1,0
17188,13735,Chandru Nayak,69,1,0
17189,13736,Bhavya Acharya,56,2,0
17190,13737,Sowmya Naik,23,2,0
17191,13737,Roopa B,19,2,0
17192,13738,Suresh T,77,1,0
17193,13738,Praveen Kumar,63,1,0
17194,13739,Gopal P,52,1,0
17195,13740,Manasa Jadhav,61,2,0
17196,13741,Imran Devaraj,42,1,0
17197,13742,Rohit Naik,48,1,0
17198,13742,Girish Bhat,69,1,0
17199,13743,Sunil Biradar V,37,1,0
17200,13744,Nandini R,18,2,0
17201,13744,Raghavendra Swamy,42,1,0
17202,13745,Santosh Kamath,30,1,0
17203,13745,Anil Nayak,43,1,0
17204,13746,Sushma Rao,55,2,0
17205,13747,Mahesh Gowda K,71,1,0
17206,13748,Padma Kamath,46,2,1
17207,13749,Chaitra A,46,2,0
17208,13750,Kiran Patil,36,1,0
17209,13751,Sowmya Shetty,27,2,0
17210,13752,Mahesh Murthy,53,1,0
17211,13753,Fathima G,28,2,0
17212,13754,Kavya Desai,24,2,0
17213,13754,Shivakumar Naik,64,1,0
17214,13755,Mohan Patil,64,1,0
17215,13756,Shwetha Acharya,59,2,0
17216,13757,Venkatesh Gowda,77,1,0
17217,13758,Grace Devaraj,22,2,0
17218,13759,Divya Jadhav,47,2,0
17219,13760,Kavya Swamy,36,2,0
17220,13760,Rohit Murthy,33,1,0
17221,13761,Kiran Nayak,54,3,0
17222,13762,Imran Iyer,63,1,0
17223,13763,Kavya Shetty L,38,2,0
17224,13764,Sunitha Prasad,17,2,0
17225,13765,Prakash Reddy,62,1,0
17226,13766,Ramya Acharya V,64,2,0
17227,13766,Srinivas Banakar,74,1,0
17228,13767,Nandini Hanumanthappa,37,2,0
17229,13767,Deepak Swamy,67,1,0
17230,13767,Shankar Acharya,43,1,0
17231,13768,Rekha Swamy,31,2,0
17232,13769,Ganesh Kamath,45,1,0
17233,13769,Venkatesh Shetty,46,1,0
17234,13769,Padma A,38,2,0
17235,13770,Lokesh Angadi,44,1,0
17236,13771,Ayesha Kumar,58,2,0
17237,13772,Ramya Devaraj,45,2,0
17238,13773,Lokesh Acharya,36,1,0
17239,13774,Nagaraj Bhat,27,1,0
17240,13775,Vijay Hiremath,62,1,0
17241,13776,Bhavya Bhat,75,2,0
17242,13776,Suresh Devaraj,28,1,0
17243,13777,Divya K,38,2,0
17244,13778,Vinay Jadhav,24,1,0
17245,13779,Shwetha Kori,72,2,0
17246,13780,Deepak B,26,1,0
17247,13780,Uma Hiremath,54,2,0
17248,13781,Yamuna R,35,2,0
17249,13782,Lakshmi Iyer,38,2,0
17250,13782,Deepa Biradar,67,2,0
17251,13783,Nagaraj Nayak,49,1,0
17252,13783,Sunitha Kamath,22,2,0
17253,13784,Prasad Reddy,55,1,0
17254,13785,Kiran Bhat,69,1,0
17255,13786,Sunil Murthy,23,1,0
17256,13787,Ashok Hegde,72,1,0
17257,13787,Sushma B,51,2,0
17258,13788,Sunitha S,38,2,0
17259,13789,Pooja Murthy,36,2,0
17260,13789,Shwetha Hiremath,54,2,0
17261,13790,Nagaraj Devaraj,31,1,0
17262,13790,Karthik Kori,36,1,0
17263,13790,Grace Kulkarni,65,2,0
17264,13791,Sunil Shetty,35,1,0
17265,13791,Chandru Prasad,26,1,0
17266,13791,David Patil,72,1,0
17267,13792,Yamuna Setty H,19,2,0
17268,13792,Ayesha Bhat A,75,2,0
17269,13793,Darshan Rao A,49,1,0
17270,13794,Imran Angadi,51,1,0
17271,13794,Ramesh Iyer,35,1,0
17272,13794,Mahesh M,69,1,0
17273,13795,Darshan Banakar,47,1,0
17274,13796,Nandini Swamy,30,2,0
17275,13797,Vijay Swamy,36,1,0
17276,13797,Girish Shetty,77,1,0
17277,13798,Yogesh Biradar,28,1,0
17278,13799,Sushma Jadhav V,23,2,0
17279,13800,Meena Kumar,40,2,0
17280,13800,Kavya Patil,47,2,0
17281,13801,Basavaraj V,46,1,0
17282,13802,Deepak Reddy,71,1,0
17283,13803,Ayesha Desai,53,2,0
17284,13803,Sandeep Kulkarni,23,1,0
17285,13804,Madhu Kulkarni,24,1,0
17286,13805,Chaitra Iyer,41,2,0
17287,13806,Nagaraj Hegde,72,1,0
17288,13807,Grace Kulkarni,37,2,0
17289,13808,Lakshmi Patil,78,2,0
17290,13809,Prakash Hiremath,66,1,0
17291,13810,Arun Kulkarni,70,1,0
17292,13811,Ayesha R,53,2,0
17293,13812,Geetha Hanumanthappa,27,2,0
17294,13813,Thomas Nayak B,29,1,0
17295,13814,Uma Jadhav,59,2,0
17296,13815,Padma M,47,2,0
17297,13816,Kavya Hiremath,59,2,0
17298,13817,Anitha Banakar,53,2,0
17299,13818,Suresh Hanumanthappa,71,1,0
17300,13818,Padma Naik,67,2,0
17301,13819,Shivakumar Jadhav,64,1,0
17302,13820,Prasad Naik P,23,1,0
17303,13821,Grace D,52,2,0
17304,13822,Bhavya Banakar,64,2,0
17305,13823,Roopa Hegde,67,2,0
17306,13824,Bharathi Reddy,53,2,0
17307,13824,Shankar Desai H,37,1,0
17308,13825,Manjunath Devaraj,24,1,0
17309,13826,Rohit Hegde,66,1,0
17310,13827,Abdul Kori,64,1,0
17311,13828,Vidya Swamy,45,2,0
17312,13829,Roopa Kamath,76,2,0
17313,13830,Sahana D,32,2,0
17314,13831,Geetha Nayak,31,2,0
17315,13832,Rohit Hegde V,52,1,0
17316,13833,Yamuna Poojary D,35,2,0
17317,13834,Basavaraj Acharya,48,1,0
17318,13834,Praveen Setty,39,1,0
17319,13834,Sunil Murthy,66,3,0
17320,13835,Rekha K,36,2,0
17321,13835,Sushma Hanumanthappa,64,2,0
17322,13835,Thomas Shetty,61,1,0
17323,13836,Girish Naik H,70,1,0
17324,13836,Deepak Iyer,41,1,0
17325,13837,Geetha Setty,51,2,0
17326,13837,Ravi Kulkarni,67,1,0
17327,13837,Nandini Hiremath,61,2,0
17328,13838,Rajesh R,40,1,0
17329,13839,Uma Kulkarni,49,2,0
17330,13840,Bharathi Rao V,46,2,0
17331,13840,Abdul V,66,1,0
17332,13841,Meena Swamy V,56,2,0
17333,13841,Sujatha Rao,35,2,0
17334,13841,Geetha Kumar,19,2,0
17335,13842,Girish Acharya,67,1,0
17336,13843,Rekha Desai,47,2,0
17337,13844,Nagaraj Iyer,55,1,0
17338,13845,Roopa Kulkarni,50,2,0
17339,13846,Madhu Banakar,17,1,0
17340,13847,Deepak Kamath,71,1,0
17341,13848,Anitha Swamy,20,2,0
17342,13849,Grace Iyer,37,2,0
17343,13850,Sandeep Prasad V,19,1,0
17344,13851,Netra Iyer,71,2,0
17345,13851,Yamuna Kumar D,30,2,0
17346,13852,Santosh Ballal,42,1,0
17347,13853,Venkatesh R,28,1,0
17348,13853,Vijay Naik,33,1,0
17349,13854,Ramya Hegde D,48,2,0
17350,13855,Lakshmi Angadi,32,2,0
17351,13856,Mary Hiremath,68,2,0
17352,13857,Uma Iyer,64,2,0
17353,13858,Madhu Pai,38,1,0
17354,13859,Lokesh Kori,72,1,0
17355,13860,Sahana Bhat,69,2,0
17356,13861,Meena Swamy,51,2,0
17357,13861,Yamuna Ballal,51,2,0
17358,13862,Santosh Pai,66,1,0
17359,13862,Chandru Hiremath,25,1,0
17360,13863,Shankar Shetty,62,1,0
17361,13864,Mahesh Hegde,33,1,0
17362,13865,Geetha Bhat,41,2,0
17363,13866,Fathima Angadi,25,2,0
17364,13867,Shwetha Gowda,46,2,0
17365,13867,Divya S,56,2,0
17366,13867,Manasa Desai,28,2,0
17367,13868,Fathima Gowda,56,2,0
17368,13869,Netra Acharya,45,2,0
17369,13870,Fathima Hiremath,53,2,0
17370,13871,Thomas Rao,19,1,0
17371,13872,Karthik Kumar,49,1,0
17372,13873,Harish Desai,38,1,0
17373,13873,Deepa Bhat,79,2,0
17374,13874,Kiran Hiremath,79,1,0
17375,13875,Sandeep Kori,77,1,0
17376,13876,Chaitra Kulkarni,33,2,0
17377,13876,Sushma Pai,63,2,0
17378,13877,Divya Devaraj,45,2,0
17379,13878,Vinay Shetty,21,1,0
17380,13879,Anil Patil A,28,1,0
17381,13880,Santosh Hiremath,41,1,0
17382,13881,Lakshmi Setty,43,2,0
17383,13881,Anitha Poojary,71,2,0
17384,13882,Sowmya Angadi,38,2,0
17385,13883,Suresh R,21,1,0
17386,13884,Ashwini K,20,2,0
17387,13885,Gopal B,27,1,0
17388,13886,Harish Jadhav,44,1,0
17389,13887,Roopa Hanumanthappa,46,2,0
17390,13888,Prasad Prasad,61,1,0
17391,13889,Rajesh Gowda,40,1,0
17392,13890,Abdul Jadhav M,39,1,0
17393,13891,Girish Naik B,76,1,0
17394,13892,Venkatesh Devaraj,74,1,0
17395,13893,Lakshmi Jadhav,37,2,0
17396,13893,Meena Hanumanthappa,42,2,0
17397,13894,Raghavendra Hegde,43,1,0
17398,13894,Mary S,23,2,0
17399,13894,Deepak Reddy,77,1,0
17400,13895,Rekha B,46,2,0
17401,13895,Abdul B,35,1,0
17402,13896,Anil Banakar,58,3,0
17403,13897,Syed B,49,1,0
17404,13898,Madhu Nayak R,69,1,0
17405,13899,Manjunath D,60,1,0
17406,13900,Deepa Prasad G,49,2,0
17407,13901,Geetha N,34,2,0
17408,13902,Bharathi Naik,36,2,0
17409,13903,Nandini Swamy,70,2,0
17410,13904,Netra Patil,60,2,0
17411,13905,Naveen Shetty,22,1,0
17412,13905,Bharathi Hegde,36,2,0
17413,13906,Yamuna K,75,2,0
17414,13907,Roopa Patil,21,2,0
17415,13908,Sunil Kori,44,1,0
17416,13909,Sandeep V,73,1,0
17417,13909,Gopal Iyer,61,1,0
17418,13910,Madhu Pai,54,1,0
17419,13911,Madhu L,49,1,0
17420,13911,Anil Iyer,35,1,0
17421,13912,Vinay Kori,64,1,0
17422,13913,Vijay Setty,30,1,0
17423,13914,Geetha Iyer,17,2,0
17424,13915,Darshan Jadhav R,41,1,0
17425,13916,Imran Setty K,43,1,0
17426,13916,Ashwini Shetty,47,2,0
17427,13917,Manasa K,39,2,0
17428,13918,Srinivas Ballal,48,1,0
17429,13919,Ashwini B,51,2,0
17430,13920,Chandru Prasad,46,1,0
17431,13920,Nagaraj Prasad,57,1,0
17432,13921,Suresh R,25,1,0
17433,13922,Srinivas Naik A,33,1,0
17434,13923,Chaitra Bhat,27,2,0
17435,13924,Shwetha Banakar,57,2,0
17436,13924,Vijay Kori,53,1,0
17437,13925,Gopal Gowda,47,1,0
17438,13926,Geetha Patil,29,2,0
17439,13927,Anitha Reddy,69,2,0
17440,13928,Mahesh Biradar,73,1,0
17441,13929,Kiran Nayak,66,1,0
17442,13930,Vidya Naik,41,2,0
17443,13931,Prakash Gowda,69,1,0
17444,13932,Roopa Kulkarni,60,2,0
17445,13933,Yogesh Hiremath V,75,1,0
17446,13934,Shwetha Banakar,29,2,0
17447,13935,Ashok Kumar,41,1,0
17448,13936,Manasa Nayak,68,2,0
17449,13937,Yogesh Iyer T,23,1,0
17450,13938,Raghavendra Rao,60,1,0
17451,13939,Pooja Iyer,58,2,0
17452,13940,Kavya Kori,36,2,0
17453,13940,Geetha Jadhav,16,2,0
17454,13941,Kavya Hanumanthappa,29,2,0
17455,13942,Vinay Desai,56,1,0
17456,13943,Vidya Pai,31,2,0
17457,13944,Arun A,60,1,0
17458,13945,Vinay Patil,42,1,0
17459,13946,Mohan Naik,48,1,0
17460,13947,Ayesha G,28,2,1
17461,13948,Kiran Kori,25,1,0
17462,13949,Basavaraj Angadi,68,1,0
17463,13950,Deepa Rao,26,2,0
17464,13951,Yamuna G,28,2,0
17465,13952,Vijay Shetty,73,1,0
17466,13953,Ramya Kamath,63,2,0
17467,13954,Manasa Prasad D,27,2,0
17468,13955,Srinivas Hegde,43,1,0
17469,13956,Divya Hiremath,37,2,0
17470,13956,Geetha Nayak,42,2,0
17471,13957,Fathima Pai G,24,2,0
17472,13958,Darshan Hegde,77,1,0
17473,13958,Uma Kori,33,2,0
17474,13959,Grace Kulkarni,52,2,0
17475,13960,Yogesh Angadi,76,1,0
17476,13961,Raghavendra Hiremath,27,1,0
17477,13962,Ramesh Rao,79,1,0
17478,13963,Roopa Banakar,79,2,0
17479,13964,Madhu V,76,1,0
17480,13964,Syed Acharya,38,1,0
17481,13965,Fathima Kori,75,2,0
17482,13966,David Prasad,53,1,1
17483,13967,Ramesh A,29,1,0
17484,13967,Suresh Ballal,78,1,0
17485,13968,Fathima Biradar,37,2,0
17486,13969,Lakshmi Pai,21,2,0
17487,13970,Ramya Devaraj,23,2,0
17488,13970,Roopa Swamy,77,2,0
17489,13971,Vidya A,69,2,0
17490,13972,Yamuna D,53,2,0
17491,13973,Shivakumar Desai,36,1,0
17492,13974,Grace Reddy,17,2,0
17493,13975,Vishnu Acharya N,48,1,0
17494,13975,Girish A,33,1,0
17495,13976,Sowmya Hiremath,77,2,0
17496,13977,Nandini V,25,2,0
17497,13978,Raghavendra Bhat,64,1,0
17498,13979,Ashwini M,18,2,0
17499,13980,Sunil Prasad,49,1,0
17500,13981,Sowmya Kumar,45,2,0
17501,13982,Basavaraj H,16,1,0
17502,13982,Ramesh Devaraj,37,1,0
17503,13982,Sunil Desai,16,1,0
17504,13983,Deepa Kumar,60,2,0
17505,13983,Sandeep Angadi,27,1,0
17506,13984,Ayesha Rao,63,2,0
17507,13985,Ganesh Rao,24,1,0
17508,13986,Rajesh Iyer,66,1,1
17509,13987,Divya Desai B,24,2,0
17510,13987,Naveen K,44,1,0
17511,13988,Raghavendra Patil,48,1,0
17512,13989,Anitha Reddy,28,2,0
17513,13989,Nandini Naik,33,2,0
17514,13989,Praveen Hiremath,51,1,0
17515,13990,Praveen Acharya N,47,1,0
17516,13991,Mohan Patil,44,1,0
17517,13991,Gopal Shetty,25,1,0
17518,13991,Yogesh Murthy,31,1,0
17519,13992,Srinivas Prasad,68,1,0
17520,13993,Divya A,40,2,0
17521,13993,Sushma L,20,2,0
17522,13994,Shankar Bhat,58,1,0
17523,13995,Divya Murthy,47,2,0
17524,13996,Divya B,56,2,0
17525,13996,Ashwini Jadhav,63,2,0
17526,13997,Syed Nayak,19,1,0
17527,13998,Yogesh Hiremath,18,1,0
17528,13998,Pooja Shetty B,31,2,0
17529,13999,Shivakumar Rao,41,1,0
17530,14000,Sunitha Shetty,25,2,0
17531,14001,Darshan Angadi,71,1,0
17532,14002,Sandeep Kamath,53,1,0
17533,14003,Rekha Swamy,20,2,0
17534,14004,Ramya Hegde,25,2,0
17535,14005,Kavya Iyer,65,2,0
17536,14005,Fathima K,20,2,0
17537,14006,Grace Banakar,70,2,0
17538,14007,Imran Bhat,45,1,0
17539,14008,Mary Swamy,61,2,0
17540,14009,Darshan Iyer,18,1,0
17541,14010,Arun Kamath,32,1,0
17542,14011,Vinay Devaraj,27,1,0
17543,14012,Sowmya D,33,2,0
17544,14013,Umesh Hegde,24,1,0
17545,14014,Madhu Poojary,23,1,0
17546,14015,Manjunath Banakar,77,1,0
17547,14016,Shivakumar Swamy,73,1,0
17548,14016,Deepa Reddy,27,2,0
17549,14017,Sujatha Shetty,45,2,0
17550,14018,Sowmya Biradar,67,2,0
17551,14019,Kavya Desai,35,2,0
17552,14020,Anil Murthy,49,1,0
17553,14020,Mohan P,54,1,0
17554,14020,Syed Reddy,42,1,0
17555,14021,Vidya P,67,2,0
17556,14021,Grace N,55,2,0
17557,14021,Sahana Poojary,58,2,0
17558,14022,Fathima Naik,66,2,0
17559,14023,Bhavya Swamy,47,2,0
17560,14024,Deepak Hanumanthappa,34,1,0
17561,14024,Gopal Desai,77,1,0
17562,14025,Prasad Kulkarni,72,1,0
17563,14026,Nagaraj Banakar,36,1,0
17564,14027,Madhu Setty,25,1,0
17565,14027,Rekha Setty,26,2,0
17566,14028,Imran Devaraj D,78,1,0
17567,14029,Grace Shetty,56,2,0
17568,14029,Raghavendra Gowda,34,1,0
17569,14030,Syed Jadhav,66,1,0
17570,14031,Mary Banakar,71,2,0
17571,14032,Thomas Biradar,56,1,0
17572,14032,Rohit Acharya L,19,1,0
17573,14033,Manasa D,59,2,0
17574,14034,Geetha Ballal,77,2,0
17575,14035,Vishnu Prasad,40,1,0
17576,14036,Yamuna Swamy,44,2,0
17577,14037,Shwetha Kamath,60,2,0
17578,14038,David Poojary L,43,1,0
17579,14039,Sushma Kori,20,2,0
17580,14039,Bhavya Swamy,30,2,0
17581,14040,Suresh Devaraj,21,1,0
17582,14041,Vidya Kori,60,2,0
17583,14041,Grace Banakar,19,2,0
17584,14042,Rekha Shetty,39,2,0
17585,14043,Prasad K,22,1,0
17586,14043,Sahana Prasad,18,2,0
17587,14044,Sushma Desai T,43,2,0
17588,14045,Shwetha L,58,2,0
17589,14045,Deepak Swamy,51,1,0
17590,14046,Padma Angadi,23,2,0
17591,14047,Grace Hiremath,19,2,0
17592,14047,Vidya Acharya,31,2,0
17593,14048,Mohan Nayak,60,1,0
17594,14049,Darshan Swamy H,53,1,0
17595,14049,Sandeep Desai,25,1,0
17596,14050,Raghavendra Bhat,40,1,0
17597,14051,Netra Desai,42,2,0
17598,14052,Thomas Hanumanthappa,68,1,0
17599,14053,Sowmya Kulkarni,74,2,0
17600,14053,Meena Bhat A,68,2,0
17601,14053,Raghavendra Setty,80,1,0
17602,14054,Santosh Murthy,32,1,0
17603,14055,Grace B,51,2,0
17604,14056,Raghavendra Desai,49,1,0
17605,14057,Suresh Pai,40,1,0
17606,14057,Shivakumar Hegde A,31,1,0
